"dataset_id","scientific_name","common_name","site_name","colony_name","lat_colony","lon_colony","device","bird_id","track_id","original_track_id","age","sex","breed_stage","breed_status","date_gmt","time_gmt","latitude","longitude","argos_quality","equinox"
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-02,"14:27:59",-35.16749,-54.18129,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-30,"14:34:51",-35.15361,-54.54109,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-07-10,"23:46:29",-35.39263,-54.42424,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-02,"02:31:34",-35.87361,-54.63271,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-12,"02:32:06",-35.70088,-54.12538,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-12,"14:33:30",-35.97958,-54.31165,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-27,"02:41:08",-35.80069,-54.47554,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-27,"14:38:44",-35.44882,-54.3937,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-06-12,"02:37:41",-35.73,-54.5525,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-06-23,"14:45:41",-35.93562,-54.12978,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-09,"02:29:57",-34.03109,-53.00937,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-05-24,"14:22:03",-36.5575,-51.32,NA,NA
439,"Procellaria aequinoctialis","White-chinned Petrel","South Georgia (Islas Georgias del Sur)","Bird Island (SGSSI (IGSISS))",-54,-38.03,"GLS","6759",849,"03_6759_1","adult","unknown","non-breeding","non-breeding",2003-08-06,"02:31:06",-36.8875,-51.275,NA,NA
