"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Guernsey","21788","Guernsey","4377","GGY","831","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.63762,-2.65654,"6619","146",3.77339083373548e-13,3.11347880454907e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Ivory Coast","8473","Ivory Coast","2161","CIV","384","Ivory Coast","2161","CIV","384",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",6.13045,-5.52125,"492520","106",2.74786232857442e-13,2.26730055136267e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Saint-Pierre and Miquelon","8494","Saint-Pierre and Miquelon","8686","SPM","666","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",45.87679,-56.38553,"12641","283",1.89799551401047e-13,1.56606327422246e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",1.45286978615589e-13,1.19878366283305e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",1.29868446554709e-13,1.07156314716417e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area United Kingdom / Denmark (Faeroe Islands)","48967","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",60.03609,-7.51858,"8011","306",2.32948290648446e-14,1.92208969981485e-07,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Ghana","8400","Ghana","2100","GHA","288","Ghana","2100","GHA","288",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.79819,-1.03492,"466118","238",1.31041603357203e-14,1.08124303191483e-07,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Nigeria","8474","Nigeria","2253","NGA","566","Nigeria","2253","NGA","566",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",8.70042,7.56884,"1087016","10",8.35507211828194e-15,6.89388963321291e-08,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area Nigeria / Sao Tome and Principe","21797","Sao Tome and Principe","2238","STP","678","Sao Tome and Principe","2238","STP","678","Nigeria","2253","NGA","566","Nigeria","2253","NGA","566",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",2.0676,5.58699,"34534","315",4.71967949350178e-15,3.89427512673943e-08,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Faeroe","8435","Faeroe","3297","FRO","234","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",62.59187,-6.99635,"267048","7",2.67603954018126e-15,2.20803854029652e-08,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Prince Edward Islands","8384","Prince Edward Islands","22598",NA,NA,"South Africa","2176","ZAF","710",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-46.83294,37.80851,"475240","165",1.64039956246118e-15,1.35351716632502e-08,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Falkland Islands","8389","Falkland / Malvinas Islands","8623","FLK","238","United Kingdom","2208","GBR","826","Falkland / Malvinas Islands","8623","FLK","238","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-51.66866,-58.346,"562944","108",1.11549533279828e-15,9.20411170820242e-09,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"South Georgia and the South Sandwich Islands","8383","South Georgia and the South Sandwich Islands","8624","SGS","239","United Kingdom","2208","GBR","826","South Georgia and the South Sandwich Islands","8624","SGS","239","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-56.51867,-31.27742,"1241743","144",4.10190434850956e-17,3.38454000926516e-10,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Canary Islands","8364","Canary Islands","3743",NA,NA,"Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.36674,-17.58171,"453419","217",1.75127788937246e-08,0.318499630248367,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Madeira","8363","Madeira","4956",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",33.17225,-16.81115,"453616","166",1.11231237364992e-08,0.202292898161998,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"South Africa","8396","South Africa","2176","ZAF","710","South Africa","2176","ZAF","710",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-31.16021,24.77862,"2292218","85",6.71746486447219e-09,0.122168508408877,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Western Sahara","8368","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",23.98576,-15.46474,"553988","119",5.8718565661759e-09,0.10678968520916,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Mozambique","8347","Mozambique","2220","MOZ","508","Mozambique","2220","MOZ","508",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-18.57568,36.57083,"1352537","175",1.99646931543232e-09,0.0363091855739274,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Morocco","8367","Morocco","2221","MAR","504","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.24737,-7.75325,"686692","161",1.41100786592077e-09,0.0256615746878607,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Uruguay","8467","Uruguay","2216","URY","858","Uruguay","2216","URY","858",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-34.15741,-54.78948,"320455","59",1.38221350438262e-09,0.0251379003150616,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Namibia","8395","Namibia","2218","NAM","516","Namibia","2218","NAM","516",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-22.75567,15.2067,"1386405","221",1.25787178929386e-09,0.022876535027431,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Europa Island","8341","Europa Island","8612","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-23.53637,40.10937,"127986","168",1.04365078246182e-09,0.0189805621563361,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Guinea-Bissau","8471","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.92648,-16.94227,"140612","45",1.01067595395174e-09,0.0183808588909834,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Trinidade","8381","Trindade","8622",NA,NA,"Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.50277,-29.09644,"472493","117",7.15699757864773e-10,0.0130162157377809,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Joint regime area Argentina / Uruguay","48961","Uruguay","2216","URY","858","Uruguay","2216","URY","858","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",-36.25493,-55.16096,"41414","302",6.860916453022e-10,0.0124777419204183,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Tristan Da Cunha","8382","Tristan da Cunha","8621","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.7618,-11.20992,"758353","199",6.19957671581951e-10,0.0112749832774538,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Bassas da India","8340","Bassas da India","31136","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.86104,39.42539,"120802","6",5.68659056712016e-10,0.0103420308335568,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Brazil","8464","Brazil","2143","BRA","76","Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.86316,-49.30546,"11678267","114",5.12666879106875e-10,0.00932371797914003,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Portugal","5688","Portugal","2243","PRT","620","Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.62323,-10.26364,"404204","51",5.10179943268693e-10,0.00927848882677539,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Guinea","8472","Guinea","2122","GIN","324","Guinea","2122","GIN","324",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.07014,-12.30861,"346871","169",3.37124679301165e-10,0.00613118491112202,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Mauritania","8369","Mauritania","2236","MRT","478","Mauritania","2236","MRT","478",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",19.98315,-11.40201,"1212055","47",2.32847379331884e-10,0.00423472509254833,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Juan de Nova Island","8339","Juan de Nova Island","8610","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-17.30644,42.09477,"62824","196",1.80446435571469e-10,0.00328172492543389,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Sierra Leone","8390","Sierra Leone","2191","SLE","694","Sierra Leone","2191","SLE","694",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.23494,-13.41098,"232908","128",1.49161704400084e-10,0.00271275895087482,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45595589093007e-10,0.00264790308684434,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",1.4172008926552e-10,0.00257742053980981,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Gambia","8370","Gambia","2113","GMB","270","Gambia","2113","GMB","270",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.36799,-17.4335,"33723","234",1.14524596056542e-10,0.00208282430331047,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Democratic Republic of the Congo","8477","Democratic Republic of the Congo","2198","COD","180","Democratic Republic of the Congo","2198","COD","180",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-2.89652,23.5802,"2342345","235",1.02943285840151e-10,0.00187219850576592,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Argentina","8466","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-39.07352,-64.21943,"3851647","207",9.70463603849372e-11,0.00176495290022922,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Senegal","8371","Senegal","2225","SEN","686","Senegal","2225","SEN","686",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.0656,-16.26891,"353555","34",9.38427072977637e-11,0.00170668902732242,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Madagascar","8348","Madagascar","7963","MDG","450","Madagascar","7963","MDG","450",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.40898,47.07263,"1786627","229",9.35917804578189e-11,0.00170212549653003,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Joint regime area Senegal / Guinea Bissau","48964","Senegal","2225","SEN","686","Senegal","2225","SEN","686","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",11.261,-18.77443,"63460","304",8.33095941769428e-11,0.00151512647436015,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Angola","8478","Angola","2150","AGO","24","Angola","2150","AGO","24",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-12.12815,15.69862,"1742906","70",6.71016832225828e-11,0.00122035808395285,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Spain","5693","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",41.09913,-3.84711,"1060248","279",6.7025445908404e-11,0.00121897157890277,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Ascension","8379","Ascension","8620","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-7.94747,-14.36337,"446105","211",3.73334429387766e-11,0.000678972071997077,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Cape Verde","8362","Cape Verde","2168","CPV","132","Cape Verde","2168","CPV","132",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.09117,-24.17066,"806027","68",3.35399780142474e-11,0.000609981469011981,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Republic of the Congo","8394","Republic of the Congo","8633","COG","178","Republic of the Congo","8633","COG","178",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-1.24501,14.80434,"376110","188",2.0698139961232e-11,0.000376430831707901,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Saint Helena","8380","Saint Helena","8619","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-15.97278,-5.70869,"449352","56",1.43536272331855e-11,0.000261045091372142,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Liberia","8391","Liberia","2105","LBR","430","Liberia","2105","LBR","430",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",4.53429,-9.93744,"347612","180",1.169363191975e-11,0.00021266855850247,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",8.45036395447474e-12,0.000153684221750139,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Comores","8334","Comores","2163","COM","174","Comores","2163","COM","174",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","Union EEZ and country",-11.42789,43.45654,"166149","162",3.78012758648435e-12,6.87480408388151e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Ivory Coast","8473","Ivory Coast","2161","CIV","384","Ivory Coast","2161","CIV","384",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",6.13045,-5.52125,"492520","106",2.97019585756714e-12,5.4018056651155e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Gabon","8476","Gabon","2104","GAB","266","Gabon","2104","GAB","266",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-1.67162,10.46771,"463413","28",2.33392268185473e-12,4.24463482186357e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Mayotte","48944","Mayotte","8606","MYT","175","France","17","FRA","250","Mayotte","8606","MYT","175","Comores","2163","COM","174",NA,"0",NA,"0",NA,"0",NA,"0","Overlapping claim",-13.21377,45.30528,"67285","2",1.90730547675044e-12,3.46875897196064e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Ghana","8400","Ghana","2100","GHA","288","Ghana","2100","GHA","288",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.79819,-1.03492,"466118","238",8.06537967501076e-13,1.46682628718856e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Equatorial Guinea","8398","Equatorial Guinea","2112","GNQ","226","Equatorial Guinea","2112","GNQ","226",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-1.12276,5.83364,"330928","23",6.04720500437293e-13,1.09978694393213e-05,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"United Kingdom","5696","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.15339,-3.95824,"977103","58",6.28787522400321e-14,1.14355691123955e-06,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"France","5677","France","17","FRA","250","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",46.36162,0.81913,"894295","167",5.33164094471128e-14,9.69649465577442e-07,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",3.14787247198044e-15,5.72494076741896e-08,"Calonectris borealis_Spain","Calonectris borealis","Spain"
"Tunisia","8366","Tunisia","2214","TUN","788","Tunisia","2214","TUN","788",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",34.86126,10.16292,"254799","136",1.54454883988718e-05,0.432504465667161,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Malta","5685","Malta","2217","MLT","470","Malta","2217","MLT","470",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",35.3173,15.10683,"53248","151",1.52138162169043e-05,0.426017182734812,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Libya","8372","Libya","2194","LBY","434","Libya","2194","LBY","434",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.21982,18.11561,"1980876","240",2.05988266732263e-06,0.0576808210501454,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Italy","5682","Italy","2133","ITA","380","Italy","2133","ITA","380",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",40.81506,12.61231,"837432","285",1.69740010362863e-06,0.047530586659656,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Vatican City",NA,"Vatican City","21447","VAT","336","Vatican City","21447","VAT","336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landlocked country",41.90318,12.45328,"1","301",3.66489302905393e-07,0.0102624310758218,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Monaco","21790","Monaco","2222","MCO","492","Monaco","2222","MCO","492",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",43.3518,7.58608,"291","289",3.02316408351544e-07,0.00846546209999101,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Croatia","5673","Croatia","2160","HRV","191","Croatia","2160","HRV","191",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",44.25242,16.03761,"112414","102",1.8460442554602e-07,0.00516929192322638,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"San Marino",NA,"San Marino","21446","SMR","674","San Marino","21446","SMR","674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landlocked country",43.93869,12.46291,"58","300",9.53297458750058e-08,0.00266942292384016,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Montenegro","5691","Montenegro","17831","MNE","499","Montenegro","17831","MNE","499",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",42.5007,19.07364,"20237","191",8.98877203781012e-08,0.00251703536127803,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Algeria","8378","Algeria","2152","DZA","12","Algeria","2152","DZA","12",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.69612,2.70792,"2444284","84",6.52070615108999e-08,0.00182592771223457,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
"Albania","5670","Albania","2153","ALB","8","Albania","2153","ALB","8",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",41.07594,19.78273,"40954","231",6.32348218232437e-08,0.00177070106933089,"Calonectris diomedea_Italy","Calonectris diomedea","Italy"
